coord_id,product_url,product_name,category_detail,남성,여성,봄,여름,가을,겨울,item_type_from_category,option,predicted_color,predicted_fabric,style
1387768933329456664,https://www.musinsa.com/products/4989731,에버 코튼 반팔 셔츠 [스카이 블루],상의 > 셔츠/블라우스 (르아르),1,0,0,1,0,0,상의,L,blue,cotton,minimal
1387768933329456664,https://www.musinsa.com/products/5070830,리파인드 리브드 슬리브리스 (블랙),상의 > 민소매 티셔츠 (주앙옴므),1,0,0,1,0,0,상의,L,black,cotton,minimal
1387768933329456664,https://www.musinsa.com/products/4747235,커브드 코튼 치노 팬츠 [블랙],하의 > 코튼 팬츠 (르아르),1,0,0,1,0,0,하의,L,black,cotton,minimal
1387768933329456664,https://www.musinsa.com/products/5075186,UNIFORM Faded Loafer Black,신발 > 구두 (로스트가든),1,0,0,1,0,0,신발,43,black,leather,minimal
1387750479609724875,https://www.musinsa.com/products/5095501,라운드 골지 반팔 니트 [블랙],상의 > 니트/스웨터 (노드유),1,0,0,1,0,0,상의,L,black,cotton,minimal
1387750479609724875,https://www.musinsa.com/products/5157806,그레이 핀스트라이프 반바지,하의 > 숏 팬츠 (더스티화이트),1,0,0,1,0,0,하의,L,gray,polyester,minimal
1387750479609724875,https://www.musinsa.com/products/5075203,UNIFORM Faded Loafer Mono,신발 > 구두 (로스트가든),1,0,0,1,0,0,신발,43,black,leather,minimal
1386951275240236494,https://www.musinsa.com/products/5036518,KENSINGTON HALF SHIRT,상의 > 셔츠/블라우스 (유니온블루),1,0,0,1,0,0,상의,L,white,cotton,minimal
1386951275240236494,https://www.musinsa.com/products/4978869,[무료반품]콘데님 미드 블루 스트레이트 팬츠,하의 > 데님 팬츠 (바우로 프로덕트),1,0,0,1,0,0,하의,L,blue,denim,minimal
1386951275240236494,https://www.musinsa.com/products/5149612,[TRACKER line]빈티지 하이브리드 로퍼 블랙,신발 > 구두 (코어오브알케미),1,0,0,1,0,0,신발,280,black,leather,minimal
1386960847429300722,https://www.musinsa.com/products/4903446,Breeze open collar half knit shirt ivory,상의 > 셔츠/블라우스 (웨슬리 휴스턴),1,0,0,1,0,0,상의,L,white,cotton,minimal
1386960847429300722,https://www.musinsa.com/products/5094967,[무료반품]텍스처드 슬리브리스 [베이지],상의 > 민소매 티셔츠 (바우로 프로덕트),1,0,0,1,0,0,상의,L,beige,cotton,minimal
1386960847429300722,https://www.musinsa.com/products/4949187,[무료반품]스트라이프 데님 슬랙스 [흑청],하의 > 데님 팬츠 (바우로 프로덕트),1,0,0,1,0,0,하의,L,black,denim,minimal
1386960847429300722,https://www.musinsa.com/products/5111381,MONO2 베로나 클래식 레더 피셔맨 샌들,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,브라운 · 270,brown,leather,minimal
1386949094441368128,https://www.musinsa.com/products/5032031,비엘라 스트라이프 코튼 셔츠_미드나잇 블루,상의 > 셔츠/블라우스 (키네토),1,0,0,1,0,0,상의,L,blue,cotton,minimal
1386949094441368128,https://www.musinsa.com/products/5106402,25 SS 원턱 와이드 슬랙스 ( 네이비 ),하의 > 슈트 팬츠/슬랙스 (효지),1,0,0,1,0,0,하의,네이비 · L,navy,polyester,minimal
1386949094441368128,https://www.musinsa.com/products/5145408,SUB_F161 Beige,신발 > 스니커즈 (서브카테고리),1,0,0,1,0,0,신발,43,beige,leather,minimal
1386952788373154587,https://www.musinsa.com/products/5020206,[모사원 PICK]25 SS 워셔블 루즈핏 크롭 라운드 하찌 반팔 니트 가디건 ( 5컬러),아우터 > 카디건 (효지),1,0,0,1,0,0,아우터,블랙 · L,black,cotton,minimal
1386952788373154587,https://www.musinsa.com/products/4999917,루센트 비대칭 골지 슬리브리스 화이트,상의 > 민소매 티셔츠 (르아브),1,0,0,1,0,0,상의,L,white,cotton,minimal
1386952788373154587,https://www.musinsa.com/products/5020141,25 SS 벨티드 하프 밴딩 버뮤다 슬랙스 ( 엘레강트 베이지 ),하의 > 숏 팬츠 (효지),1,0,0,1,0,0,하의,엘레강트 베이지 · L,beige,polyester,minimal
1386952788373154587,https://www.musinsa.com/products/4702717,도하 남성용 키높이 5cm 더비 블랙,신발 > 구두 (슈페너),1,0,0,1,0,0,신발,블랙 · 270,black,leather,minimal
1386947691674931506,https://www.musinsa.com/products/5076468,브러쉬드 오픈카라 하프 셔츠 [그레이],상의 > 셔츠/블라우스 (시즈),1,0,0,1,0,0,상의,L,gray,cotton,minimal
1386947691674931506,https://www.musinsa.com/products/5107427,드리즐 투 턱 하프 팬츠 : 3컬러,하의 > 숏 팬츠 (인템포무드),1,0,0,1,0,0,하의,라이트그레이 · L,gray,polyester,minimal
1386947691674931506,https://www.musinsa.com/products/5075194,UNIFORM Faded Loafer Brown,신발 > 구두 (로스트가든),1,0,0,1,0,0,신발,42.5,brown,leather,minimal
1386959931501931004,https://www.musinsa.com/products/5159118,워시드 워터컬러 스트라이프 셔츠_선셋 오렌지,상의 > 셔츠/블라우스 (트립르센스),1,0,0,1,0,0,상의,L,orange,cotton,minimal
1386959931501931004,https://www.musinsa.com/products/5120777,로고 플레이트 모달코튼 슬리브리스_그레이,상의 > 민소매 티셔츠 (트립르센스),1,0,0,1,0,0,상의,L,gray,cotton,minimal
1386959931501931004,https://www.musinsa.com/products/5159069,커스텀 와이드 버뮤다 팬츠_그레이,하의 > 숏 팬츠 (트립르센스),1,0,0,1,0,0,하의,L,gray,polyester,minimal
1386959931501931004,https://www.musinsa.com/products/5047538,3cm 레더 피셔맨 샌들 에버렛(CR0095BK),신발 > 샌들/슬리퍼 (커스텀에이드),1,0,0,1,0,0,신발,280,black,leather,minimal
1386957289821975286,https://www.musinsa.com/products/5056708,KITTY HAWK LOGO PRINTED T-SHIRT [MELANGE GRAY],상의 > 반소매 티셔츠 (유니온블루),1,0,0,1,0,0,상의,L,gray,cotton,minimal
1386957289821975286,https://www.musinsa.com/products/5072529,데이시즌 스몰체크셔츠 스카이블루,상의 > 셔츠/블라우스 (바이엘),1,0,0,1,0,0,상의,L,blue,cotton,minimal
1386957289821975286,https://www.musinsa.com/products/4671101,[DESK] NATURAL CHINO PANTS [LIGHT BEIGE],하의 > 코튼 팬츠 (유니온블루),1,0,0,1,0,0,하의,L,beige,cotton,minimal
1386957289821975286,https://www.musinsa.com/products/5145415,SUB_F161 White,신발 > 스니커즈 (서브카테고리),1,0,0,1,0,0,신발,43,white,leather,minimal
1386583308542606887,https://www.musinsa.com/products/5095517,식스 케이블 카라 반팔 니트 [그린],상의 > 피케/카라 티셔츠 (노드유),1,0,0,1,0,0,상의,L,green,cotton,minimal
1386583308542606887,https://www.musinsa.com/products/5054244,루즈 와이드 코튼 팬츠 [아이보리],하의 > 데님 팬츠 (노드유),1,0,0,1,0,0,하의,L,beige,cotton,minimal
1386583308542606887,https://www.musinsa.com/products/5111381,MONO2 베로나 클래식 레더 피셔맨 샌들,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,브라운 · 270,brown,leather,minimal
1386581574177887363,https://www.musinsa.com/products/5139973,패턴드 크로셰 하프 셔츠_화이트,상의 > 셔츠/블라우스 (트립르센스),1,0,0,1,0,0,상의,L,white,cotton,minimal
1386581574177887363,https://www.musinsa.com/products/5120763,로고 플레이트 모달코튼 슬리브리스_화이트,상의 > 민소매 티셔츠 (트립르센스),1,0,0,1,0,0,상의,L,white,cotton,minimal
1386581574177887363,https://www.musinsa.com/products/5140013,에어 플로우 사이드 투턱 팬츠_차콜,하의 > 기타 하의 (트립르센스),1,0,0,1,0,0,하의,L,gray,polyester,minimal
1386581574177887363,https://www.musinsa.com/products/4990724,더 루즈 플리플랍 R25M703 (블랙 스웨이드),신발 > 샌들/슬리퍼 (로맨틱무브),1,0,0,1,0,0,신발,270,black,leather,minimal
1386573539905587869,https://www.musinsa.com/products/5020071,25 SS 벨티드 하프 밴딩 투턱 와이드 슬랙스 ( 엘레강트 베이지 ),하의 > 슈트 팬츠/슬랙스 (효지),1,0,0,1,0,0,하의,엘레강트 베이지 · L,beige,polyester,minimal
1386573539905587869,https://www.musinsa.com/products/5145415,SUB_F161 White,신발 > 스니커즈 (서브카테고리),1,0,0,1,0,0,신발,43,white,leather,minimal
1386582173853348329,https://www.musinsa.com/products/5159072,센트레 라인 컷 아웃 브이넥 하프 니트_레드,상의 > 반소매 티셔츠 (트립르센스),1,0,0,1,0,0,상의,L,red,cotton,minimal
1386582173853348329,https://www.musinsa.com/products/5140011,라이트 스트라이프 이지 밴딩 하프 팬츠_그레이,하의 > 숏 팬츠 (트립르센스),1,0,0,1,0,0,하의,L,gray,cotton,minimal
1386582173853348329,https://www.musinsa.com/products/5075772,WTRD1122 찰리 4홀 텀블 워싱 볼륨 더비슈즈 블랙 [240~290MM],신발 > 구두 (위더로드),1,0,0,1,0,0,신발,"블랙 · 270, 선택안함",black,leather,minimal
1386580988638374719,https://www.musinsa.com/products/5157910,블랙 텍스처 하프 슬리브 셔츠,상의 > 셔츠/블라우스 (더스티화이트),1,0,0,1,0,0,상의,L,black,cotton,minimal
1386580988638374719,https://www.musinsa.com/products/5032086,크리즈 워시드 와이드 데님,하의 > 데님 팬츠 (더스티화이트),1,0,0,1,0,0,하의,L,blue,denim,minimal
1386580988638374719,https://www.musinsa.com/products/4768613,m2507 바이에른 3홀 U팁 클래식 더비 슈즈,신발 > 구두 (마이애미프로젝트),1,0,0,1,0,0,신발,내추럴블랙 · 280,black,leather,minimal
1386578377722697569,https://www.musinsa.com/products/5020194,25 SS 워셔블 부클 크롭 [카라] 반팔 니트 가디건 ( 아이보리 ),아우터 > 카디건 (효지),1,0,0,1,0,0,아우터,아이보리 · FREE,beige,cotton,minimal
1386578377722697569,https://www.musinsa.com/products/5020100,25 SS 스트라이프 플레어 핏 슬랙스 ( 브라운 ),하의 > 슈트 팬츠/슬랙스 (효지),1,0,0,1,0,0,하의,브라운 · L,brown,polyester,minimal
1386578377722697569,https://www.musinsa.com/products/5149560,[TRACKER line]빈티지 하이브리드 로퍼 브라운,신발 > 구두 (코어오브알케미),1,0,0,1,0,0,신발,280,brown,leather,minimal
1386563049182616348,https://www.musinsa.com/products/5032024,프렌치 스트라이프 헨리넥 탑_크림,상의 > 반소매 티셔츠 (키네토),1,0,0,1,0,0,상의,L,beige,cotton,minimal
1386563049182616348,https://www.musinsa.com/products/5031990,카펜터 코튼 플레어 팬츠_카멜,하의 > 코튼 팬츠 (키네토),1,0,0,1,0,0,하의,M,brown,cotton,minimal
1386563049182616348,https://www.musinsa.com/products/5047538,3cm 레더 피셔맨 샌들 에버렛(CR0095BK),신발 > 샌들/슬리퍼 (커스텀에이드),1,0,0,1,0,0,신발,블랙 · 280,black,leather,minimal
1386571406335648080,https://www.musinsa.com/products/5020222,25 SS 워셔블 루즈핏 코튼 반팔 니트 가디건 ( 크림 ),아우터 > 카디건 (효지),1,0,0,1,0,0,아우터,크림 · FREE,white,cotton,minimal
1386571406335648080,https://www.musinsa.com/products/5020143,25 SS 스트라이프 벨티드 하프 밴딩 버뮤다 슬랙스 (블랙),하의 > 숏 팬츠 (효지),1,0,0,1,0,0,하의,블랙 · L,black,polyester,minimal
1386571406335648080,https://www.musinsa.com/products/5149620,[TRACKER line]빈티지 하이브리드 더비 블랙,신발 > 구두 (코어오브알케미),1,0,0,1,0,0,신발,280,black,leather,minimal
1385262808849021459,https://www.musinsa.com/products/4992830,[수아레X패션플래닛]데일리 쿨 하프 니트,상의 > 피케/카라 티셔츠 (수아레),1,0,0,1,0,0,상의,(카라)라이트 블루 · L,blue,cotton,minimal
1385262808849021459,https://www.musinsa.com/products/1923315,린넨 라이크 퍼티그 밴딩 팬츠,하의 > 코튼 팬츠 (수아레),1,0,0,1,0,0,하의,(퍼티그)네츄럴:L,beige,cotton,minimal
1385262808849021459,https://www.musinsa.com/products/5077114,WTRD3112 트램 크레페 모크슈즈 베이지 [240~290MM],신발 > 구두 (위더로드),1,0,0,1,0,0,신발,"270, 선택 안함",beige,leather,minimal
1385278815967834531,https://www.musinsa.com/products/4898914,[COUTURE]스트라이프 오버핏 반팔 셔츠,상의 > 셔츠/블라우스 (마인드브릿지),1,0,0,1,0,0,상의,CR · 100,white,cotton,minimal
1385278815967834531,https://www.musinsa.com/products/4655121,피그먼트 탱크 탑 [더스티 크림],상의 > 민소매 티셔츠 (무신사 스탠다드),1,0,0,1,0,0,상의,L,beige,cotton,minimal
1385278815967834531,https://www.musinsa.com/products/4719523,코튼 벌룬 팬츠 [라이트 베이지],하의 > 코튼 팬츠 (무신사 스탠다드),1,0,0,1,0,0,하의,32,beige,cotton,minimal
1385278815967834531,https://www.musinsa.com/products/5111382,MONO1 레트로 스트랩 맨즈 슬링백 샌들,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,다크브라운 · 270,brown,leather,minimal
1385262300436379452,https://www.musinsa.com/products/4653670,버티컬 크로셰 슬릿 넥 폴로 셔츠 [건메탈],상의 > 피케/카라 티셔츠 (무신사 스탠다드),1,0,0,1,0,0,상의,L,gray,cotton,minimal
1385262300436379452,https://www.musinsa.com/products/4696008,[쿨탠다드] 릴렉스드 나일론 반소매 셔츠 [퍼플 그레이],상의 > 셔츠/블라우스 (무신사 스탠다드),1,0,0,1,0,0,상의,L,purple,polyester,minimal
1385262300436379452,https://www.musinsa.com/products/4736235,BRITISH ARMY GURKHA PANTS_BEIGE,하의 > 코튼 팬츠 (아웃스탠딩),1,0,0,1,0,0,하의,L,beige,cotton,minimal
1385262300436379452,https://www.musinsa.com/products/5047499,3cm 스웨이드 피셔맨 뮬 브릿(CR0094SNF),신발 > 샌들/슬리퍼 (커스텀에이드),1,0,0,1,0,0,신발,스너프 · 280,brown,leather,minimal
1385280193831927798,https://www.musinsa.com/products/4992561,[수아레X패션플래닛]쿨 코튼 워셔블 하프 니트,상의 > 피케/카라 티셔츠 (수아레),1,0,0,1,0,0,상의,(라운드)멜란지 · L,gray,cotton,minimal
1385280193831927798,https://www.musinsa.com/products/4898968,[에어쿨]린넨 라이크 오버핏 반팔 셔츠 - 2color,상의 > 셔츠/블라우스 (마인드브릿지),1,0,0,1,0,0,상의,WH · 100,white,polyester,minimal
1385280193831927798,https://www.musinsa.com/products/1924274,린넨 라이크 세미 와이드 밴딩 팬츠 - 10 COLOR,하의 > 코튼 팬츠 (수아레),1,0,0,1,0,0,하의,(세미와이드)네츄럴:L,beige,cotton,minimal
1385280193831927798,https://www.musinsa.com/products/5047480,4.5cm 스웨이드 스퀘어토 트래킹 더비 마틴(CR0092SNF),신발 > 구두 (커스텀에이드),1,0,0,1,0,0,신발,스너프 · 280,brown,leather,minimal
1385280705146478240,https://www.musinsa.com/products/3989444,조직 변형 카라 반팔 니트 - 3color,상의 > 니트/스웨터 (마인드브릿지),1,0,0,1,0,0,상의,MT · 100,gray,cotton,minimal
1385280705146478240,https://www.musinsa.com/products/5037738,리조트 스트라이프 버뮤다 팬츠 (샌드 베이지),하의 > 숏 팬츠 (파브레가),1,0,0,1,0,0,하의,3 사이즈,beige,cotton,minimal
1385280705146478240,https://www.musinsa.com/products/5111381,MONO2 베로나 클래식 레더 피셔맨 샌들,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,브라운 · 270,brown,leather,minimal
1385277931402911358,https://www.musinsa.com/products/3042516,에센셜 텐셀 린넨 셔츠 - 9 COLOR,상의 > 셔츠/블라우스 (수아레),1,0,0,1,0,0,상의,화이트 · L,white,cotton,minimal
1385277931402911358,https://www.musinsa.com/products/5077440,스포팅 링거티,상의 > 반소매 티셔츠 (토마스모어),1,0,0,1,0,0,상의,L (100),white,cotton,minimal
1385277931402911358,https://www.musinsa.com/products/1923315,린넨 라이크 퍼티그 밴딩 팬츠,하의 > 코튼 팬츠 (수아레),1,0,0,1,0,0,하의,(퍼티그)네이비:L,navy,cotton,minimal
1385277931402911358,https://www.musinsa.com/products/5075194,UNIFORM Faded Loafer Brown,신발 > 구두 (로스트가든),1,0,0,1,0,0,신발,42.5,brown,leather,minimal
1385277566134591975,https://www.musinsa.com/products/3042516,에센셜 텐셀 린넨 셔츠 - 9 COLOR,상의 > 셔츠/블라우스 (수아레),1,0,0,1,0,0,상의,라이트블루 · L,blue,cotton,minimal
1385277566134591975,https://www.musinsa.com/products/2050094,베이식 크루 넥 반팔 티셔츠 2팩,상의 > 반소매 티셔츠 (무신사 스탠다드),1,0,0,1,0,0,상의,01.화이트/블랙 · XL,white,cotton,minimal
1385277566134591975,https://www.musinsa.com/products/4145171,린넨 라이크 원턱 팬츠 - 4 COLOR,하의 > 슈트 팬츠/슬랙스 (수아레),1,0,0,1,0,0,하의,오트밀 · L,beige,polyester,minimal
1385277566134591975,https://www.musinsa.com/products/5145408,SUB_F161 Beige,신발 > 스니커즈 (서브카테고리),1,0,0,1,0,0,신발,43,beige,leather,minimal
1385260165921843579,https://www.musinsa.com/products/4992561,[수아레X패션플래닛]쿨 코튼 워셔블 하프 니트,상의 > 피케/카라 티셔츠 (수아레),1,0,0,1,0,0,상의,(카라)모카무스 · L,brown,cotton,minimal
1385260165921843579,https://www.musinsa.com/products/4293708,울 블렌드 원 턱 슬랙스 - 3 COLOR,하의 > 슈트 팬츠/슬랙스 (수아레),1,0,0,1,0,0,하의,딥카키 · L,green,wool,minimal
1385260165921843579,https://www.musinsa.com/products/5145415,SUB_F161 White,신발 > 스니커즈 (서브카테고리),1,0,0,1,0,0,신발,43,white,leather,minimal
1385260908832072914,https://www.musinsa.com/products/4642894,릴렉스드 반소매 데님 셔츠 [인디고],상의 > 셔츠/블라우스 (무신사 스탠다드),1,0,0,1,0,0,상의,L,blue,denim,minimal
1385260908832072914,https://www.musinsa.com/products/4057917,에센셜 탱크 탑 [화이트],상의 > 민소매 티셔츠 (무신사 스탠다드),1,0,0,1,0,0,상의,L,white,cotton,minimal
1385260908832072914,https://www.musinsa.com/products/4703249,릴렉스드 투 턱 와이드 벌룬 슬랙스 [CHARCOAL],하의 > 슈트 팬츠/슬랙스 (시즈),1,0,0,1,0,0,하의,L,gray,polyester,minimal
1385260908832072914,https://www.musinsa.com/products/5110778,2891 데브레첸 레더 스트랩 샌들 밴타블랙,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,합성가죽 · 280,black,leather,minimal
1384430034115765143,https://www.musinsa.com/products/5070068,라인 포인트 데님 반팔셔츠,상의 > 셔츠/블라우스 (구빈),1,0,0,1,0,0,상의,5070068,black,denim,minimal
1384430034115765143,https://www.musinsa.com/products/5069531,커브드 핀턱 벨티드 치노팬츠,하의 > 코튼 팬츠 (구빈),1,0,0,1,0,0,하의,5069531,beige,cotton,minimal
1384430034115765143,https://www.musinsa.com/products/4990709,아웃로우 에스닉 콘초 슬라이드 R25M701 (리얼브라운 스웨이드),신발 > 샌들/슬리퍼 (로맨틱무브),1,0,0,1,0,0,신발,4990709,brown,leather,minimal
1384426275236123594,https://www.musinsa.com/products/5090135,오간자 2PK 하프 셔츠 다크 네이비,상의 > 셔츠/블라우스 (파르티멘토),1,0,0,1,0,0,상의,L,navy,polyester,minimal
1384426275236123594,https://www.musinsa.com/products/4759133,DOMINIC CARGO PANTS Beige,하의 > 코튼 팬츠 (이에이),1,0,0,1,0,0,하의,L,beige,cotton,minimal
1384426275236123594,https://www.musinsa.com/products/5110778,2891 데브레첸 레더 스트랩 샌들 밴타블랙,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,합성가죽 · 280,black,leather,minimal
1384426958955464955,https://www.musinsa.com/products/5015196,ITALIAN OPEN COLLAR HALF SHIRT_BLUE STRIPE,상의 > 셔츠/블라우스 (아웃스탠딩),1,0,0,1,0,0,상의,L,blue,cotton,minimal
1384426958955464955,https://www.musinsa.com/products/4988248,M51 WIDE CARGO SHORTS_BLACK,하의 > 숏 팬츠 (아웃스탠딩),1,0,0,1,0,0,하의,L,black,cotton,minimal
1384426958955464955,https://www.musinsa.com/products/5075761,WTRD2605 하이브 폴딩 뮬 클로그 홀스 블랙 [230~290MM],신발 > 샌들/슬리퍼 (위더로드),1,0,0,1,0,0,신발,홀스 블랙 · 270,black,leather,minimal
1384056343402633707,https://www.musinsa.com/products/5038568,로렌 스트라이프 하프 셔츠 (화이트),상의 > 셔츠/블라우스 (파브레가),1,0,0,1,0,0,상의,3 사이즈,white,cotton,minimal
1384056343402633707,https://www.musinsa.com/products/3262178,카치온 페이딩 데님 팬츠 (스틸 그레이),하의 > 데님 팬츠 (파브레가),1,0,0,1,0,0,하의,3 사이즈,gray,denim,minimal
1384056343402633707,https://www.musinsa.com/products/5111388,MONO3 피르잔 컴포트 슬라이드,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,화이트 · 270,white,leather,minimal
1384425731412234903,https://www.musinsa.com/products/4903448,Breeze open collar half knit shirt dark brown,상의 > 셔츠/블라우스 (웨슬리 휴스턴),1,0,0,1,0,0,상의,L,brown,polyester,minimal
1384425731412234903,https://www.musinsa.com/products/4904537,Square neck buckle point sleeveless melange grey,상의 > 민소매 티셔츠 (웨슬리 휴스턴),1,0,0,1,0,0,상의,L,gray,cotton,minimal
1384425731412234903,https://www.musinsa.com/products/4512621,HARSH DYEING SLUB DENIM PANTS BLACK,하의 > 데님 팬츠 (웨슬리 휴스턴),1,0,0,1,0,0,하의,L,black,denim,minimal
1384425731412234903,https://www.musinsa.com/products/4990725,더 루즈 플리플랍 R25M703 (베이지 스웨이드),신발 > 샌들/슬리퍼 (로맨틱무브),1,0,0,1,0,0,신발,270,beige,leather,minimal
1384420183652474217,https://www.musinsa.com/products/4816326,레터링 슬리브 스트라이프 셔츠 - 블루,상의 > 셔츠/블라우스 (구빈),1,0,0,1,0,0,상의,L,blue,cotton,minimal
1384420183652474217,https://www.musinsa.com/products/5069760,코튼 버뮤다 레이어 팬츠,하의 > 숏 팬츠 (구빈),1,0,0,1,0,0,하의,L,beige,cotton,minimal
1384420183652474217,https://www.musinsa.com/products/5111380,MONO5 바르샤바 2WAY 스트랩 샌들,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,블랙 · 270,black,leather,minimal
1384420779848091362,https://www.musinsa.com/products/5025642,DOUBLE BUTTON SHORT SLEEVE SHIRTS Khaki,상의 > 셔츠/블라우스 (이에이),1,0,0,1,0,0,상의,L,green,cotton,minimal
1384420779848091362,https://www.musinsa.com/products/4993385,썸머 워싱 플레어 데님 팬츠[인디고],하의 > 데님 팬츠 (시그니처),1,0,0,1,0,0,하의,L,blue,denim,minimal
1384420779848091362,https://www.musinsa.com/products/5111384,MONO6 보르도 클래식 트리플 플립플랍,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,버건디 · 270,red,leather,minimal
1384424577633282438,https://www.musinsa.com/products/5025663,TRUST LOGO T-SHIRTS Black,상의 > 반소매 티셔츠 (이에이),1,0,0,1,0,0,상의,L,black,cotton,minimal
1384424577633282438,https://www.musinsa.com/products/5095326,시그니처 플레어 데님 팬츠 인디고,하의 > 데님 팬츠 (디앤에스알),1,0,0,1,0,0,하의,L,blue,denim,minimal
1384424577633282438,https://www.musinsa.com/products/5075194,UNIFORM Faded Loafer Brown,신발 > 구두 (로스트가든),1,0,0,1,0,0,신발,42.5,brown,leather,minimal
1384059549289759939,https://www.musinsa.com/products/5025662,CLOVER EMBROIDERY T-SHIRTS Black,상의 > 반소매 티셔츠 (이에이),1,0,0,1,0,0,상의,L,black,cotton,minimal
1384059549289759939,https://www.musinsa.com/products/5034994,핀치 커브드 데님 팬츠 (스모크 인디고),하의 > 데님 팬츠 (파브레가),1,0,0,1,0,0,하의,3 사이즈,blue,denim,minimal
1384059549289759939,https://www.musinsa.com/products/5111388,MONO3 피르잔 컴포트 슬라이드,신발 > 샌들/슬리퍼 (마이애미프로젝트),1,0,0,1,0,0,신발,블랙 · 270,black,leather,minimal
